data_date,security_id,d2
20100514,7122001,5.174
20100514,7208401,105.747
20100514,7453601,-3.813
20100514,7477101,NA
20100514,7482801,2379.35
20100514,7494401,1.35
20100514,7574701,353.708
20100514,7673901,163.946
20100514,7766701,-1.4689
20100514,7859401,198.293
20100514,8015301,1.5994
20100514,8029401,2379.35
20100514,8064601,NA
20100514,8187901,-0.3477
20100514,8272001,13.948
20100514,8285101,-15.6281
20100514,8285201,5326
20100514,8399201,NA
20100514,8663301,NA
20100514,8663901,NA
20100514,8668101,-12.141
20100514,8669701,NA
20100514,8690101,NA
20100514,8712201,41.3406
20100514,8869801,-23.4225
20100514,8875601,NA
20100514,8966001,-16.253
20100514,11145201,-11.5844
20100514,17608301,-1.284
20100514,21677501,2.55
20100514,29340901,1.1636
20100514,30619801,4.259
20100514,31712501,8456
20100514,31734901,-7.925
20100514,31740101,2.0093
20100514,33155301,5.4985
20100514,33450001,NA
20100514,33454301,59.755
20100514,33478701,-20.314
20100514,1077649701,NA
20100514,1090279501,21.02
20100514,1091149401,NA
20100514,1092205101,NA
20100514,1092211701,108.9
20100514,1092429801,NA
20100514,1093275301,65.902
20100517,85001,-0.8076
20100517,288001,-7.0044
20100517,412301,NA
20100517,508501,6.762
20100517,647001,2.511
20100517,716301,23.205
20100517,734101,0.3448
20100517,854301,1.725
20100517,932101,NA
20100517,942001,-20.153
20100517,944101,0.7952
20100517,1031801,1420.48
20100517,1033101,-0.575
20100517,1052101,2.2219
20100517,1172401,2.6
20100517,1293401,-2.637
20100517,1400701,7.9481
20100517,1402901,24.6301
20100517,1476901,-15.338
20100517,1482801,-3.2617
20100517,1590901,7.7013
20100517,1614001,389.64
20100517,1636101,17.754
20100517,1641401,-5.7164
20100517,1677001,67.164
20100517,1709301,1.263
20100517,1985801,0.169
20100517,1988701,0.5067
20100517,1992301,513.257
20100517,2124701,3.333
20100517,2172601,0.4435
20100517,2265401,-2.526
20100517,2493101,7.2667
20100517,2586601,-1.148
20100517,2884601,41.1468
20100517,2893901,0.621
20100517,2999501,-12.173
20100517,3111201,NA
20100517,3210301,5.072
20100517,3645201,-0.85
20100517,3648101,-5.3612
20100517,3724501,-1.2951
20100517,3772501,-276.251
20100517,4472401,-11.811
20100517,4507101,1.714
20100517,4684301,5.866
20100517,4845201,-1.9518
20100517,4936901,11.2676
20100517,4950701,51.245
20100517,4956001,NA
20100517,5107001,-4.036
20100517,5184601,-4.3069
20100517,5383901,-16.344
20100517,5522601,-12.5378
20100517,5524801,-22281.8
20100517,5525001,-22281.8
20100517,5557401,0.7331
20100517,5783501,-0.801
20100517,5859301,56.064
20100517,6086601,-42.8266
20100517,6143701,5.394
20100517,6148701,-9.9068
20100517,6882301,-20.7366
20100517,6900101,3.183
20100517,6933301,0.512
20100517,7039601,-1.856
20100517,7092401,35.521
20100517,7106001,-9.1038
20100517,7482001,NA
20100517,7700001,0.2626
20100517,7870701,5.39
20100517,7882401,1.772
20100517,7983601,-21.997
20100517,7984201,9.088
20100517,8000101,6.2427
20100517,8675001,-1.266
20100517,9020501,-24.669
20100517,16890501,-0.1272
20100517,19194201,4707790
20100517,28474201,1.917
20100517,30147301,-4.7686
20100517,31740801,NA
20100517,32288001,-8.5724
20100517,33074401,NA
20100517,33169101,55.5166
20100517,35204501,-1.9528
20100517,35408901,-6.211
20100517,1090268401,NA
20100517,1090909001,-13.888
20100517,1091396001,NA
20100517,1092298201,NA
20100517,1092525601,NA
20100517,1092860101,NA
20100517,1092861101,NA
20100518,144801,-8.001
20100518,172101,30.207
20100518,252601,394
20100518,472401,1.013
20100518,493401,-21.1609
20100518,501601,-78.132
20100518,569401,-3.4557
20100518,738301,-4.366
20100518,890001,-35.975
20100518,947901,1.281
20100518,992601,57.296
20100518,1053301,-7.9651
20100518,1059901,-19.459
20100518,1150001,NA
20100518,1152901,NA
20100518,1400201,-4.4851
20100518,1525901,-0.681
20100518,1577901,27.3755
20100518,1604101,-8.273
20100518,1610801,4.214
20100518,1752301,-5.4148
20100518,1756701,-5.309
20100518,1836701,-0.3592
20100518,1911901,-102.237
20100518,1966401,-0.194
20100518,2020101,-1.4696
20100518,2233401,2.2186
20100518,2344301,-8.9768
20100518,2366501,-4.238
20100518,2384401,3.193
20100518,2395201,-1.708
20100518,2399601,0.5402
20100518,2667101,8.633
20100518,2703201,3.913
20100518,2744601,-4.001
20100518,2768501,-4.3141
20100518,2780501,-2.4785
20100518,2782301,0.9787
20100518,2793801,NA
20100518,2985101,30.2274
20100518,3088101,-0.956
20100518,3287101,13.01
20100518,3372001,NA
20100518,3439601,-17.455
20100518,3528301,7.646
20100518,3559201,342.741
20100518,3575001,NA
20100518,3619101,5.971
20100518,3623701,-16.3813
20100518,4007101,-1.318
20100518,4165701,14.2111
20100518,4238301,0.7007
20100518,4309701,2936
20100518,4413701,NA
